# key: recording name
# coordinate_index: index of the keypoint data in coordinates (same as video_frame_index if every frame was used)
# video_frame_index: frame number in the video
# bodypart: name of the bodypart that was annotated
# x: x-coordinate of the annotated keypoint
# y: y-coordinate of the annotated keypoint
key,coordinate_index,video_frame_index,bodypart,x,y
R2G66H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2923,2923,right_mid,271.6917234613585,131.25987848588164
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,602,602,left_front,189.6332684682064,312.16147244805785
R4G65H1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,5812,5812,left_ear,298.73371431137457,400.74730454293797
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,444,444,skull,217.60774176132642,297.24175335839385
R3G67TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2035,2035,right_back,322.04577538897456,157.36938689279367
R2G66H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3828,3828,mid_front,268.89427613204646,162.0317991083137
R4G66S1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1915,1915,right_back,297.8012318682705,146.1795975755457
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,614,614,left_mid,185.90333869579038,295.3767884721858
R1G43H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,4613,4613,tail_tip,262.36689903031845,113.54271206690566
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3827,3827,right_front,167.25368983371035,305.63409534632984
R0G39TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,4294,4294,snout,382.6571341907346,193.73620217384973
R3G45H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2495,2495,tail_tip,198.0256104561424,141.51718536002568
